Transaction ID,Date,Customer ID,Gender,Age,Product,Category,Quantity,Price,Total Amount
T00002,2025-07-18,C001,Male,55,Desk Lamp,Furniture,2,1902.98,3805.96
T00206,2025-07-20,C024,Female,49,Jacket,Clothing,3,4263.89,12791.67
T00213,2025-07-20,C025,Male,65,Jeans,Clothing,1,2382.73,2382.73
T00148,2025-07-20,C017,Male,25,Desk Lamp,Furniture,1,1803.01,1803.01
T00319,2025-07-24,C045,Female,34,Desk Lamp,Furniture,2,1857.6,3715.2
T00165,2025-07-25,C020,Female,37,Jeans,Clothing,1,2032.66,2032.66
T00068,2025-07-28,C009,Female,56,Rice Cooker,Home & Kitchen,3,3236.63,9709.89
T00038,2025-07-30,C005,Male,22,Jacket,Clothing,1,4634.86,4634.86
T00191,2025-07-31,C023,Female,40,Blender,Home & Kitchen,2,2583.9,5167.8
T00356,2025-08-01,C052,Male,35,Jeans,Clothing,3,2121.48,6364.44
T00330,2025-08-04,C047,Male,55,Jacket,Clothing,2,4907.63,9815.26
T00305,2025-08-07,C042,Male,59,Jeans,Clothing,2,2156.2,4312.4
T00195,2025-08-07,C023,Female,40,Headphones,Electronics,1,2270.47,2270.47
T00140,2025-08-08,C017,Male,25,Smartphone,Electronics,1,31259.43,31259.43
T00359,2025-08-08,C052,Male,35,Smartphone,Electronics,1,30203.04,30203.04
T00120,2025-08-09,C014,Female,48,Rice Cooker,Home & Kitchen,2,3537.1,7074.2
T00100,2025-08-09,C012,Female,29,Headphones,Electronics,2,2592.87,5185.74
T00268,2025-08-10,C034,Male,40,Desk Lamp,Furniture,3,1696.37,5089.11
T00221,2025-08-12,C025,Male,65,Jacket,Clothing,1,4267.23,4267.23
T00062,2025-08-14,C008,Male,63,Jeans,Clothing,1,2364.81,2364.81
T00078,2025-08-18,C010,Male,25,Headphones,Electronics,2,2437.09,4874.18
T00229,2025-08-22,C026,Female,46,Smartphone,Electronics,3,27246.47,81739.41
T00003,2025-08-22,C001,Male,55,Laptop,Electronics,3,63320.37,189961.11
T00348,2025-08-22,C050,Male,24,Blender,Home & Kitchen,1,2671.55,2671.55
T00190,2025-08-23,C023,Female,40,Office Chair,Furniture,2,7648.5,15297.0
T00288,2025-08-24,C038,Male,29,Jacket,Clothing,1,4137.28,4137.28
T00021,2025-08-24,C003,Female,45,Jeans,Clothing,1,2113.74,2113.74
T00346,2025-08-27,C050,Male,24,Jeans,Clothing,1,2252.65,2252.65
T00321,2025-08-28,C045,Female,34,Blender,Home & Kitchen,1,2834.62,2834.62
T00212,2025-08-30,C024,Female,49,Laptop,Electronics,2,65973.34,131946.68
T00117,2025-08-30,C013,Female,59,Smartphone,Electronics,2,31575.19,63150.38
T00133,2025-08-31,C015,Male,50,Office Chair,Furniture,2,6350.63,12701.26
T00009,2025-09-01,C001,Male,55,T-Shirt,Clothing,2,837.77,1675.54
T00303,2025-09-01,C041,Male,42,Jacket,Clothing,3,4277.87,12833.61
T00128,2025-09-02,C015,Male,50,Desk Lamp,Furniture,1,1722.21,1722.21
T00097,2025-09-04,C012,Female,29,Jacket,Clothing,2,4289.82,8579.64
T00151,2025-09-05,C018,Male,47,Jacket,Clothing,2,4420.63,8841.26
T00334,2025-09-07,C048,Female,39,Jeans,Clothing,2,2391.81,4783.62
T00110,2025-09-10,C013,Female,59,Smartphone,Electronics,2,27570.3,55140.6
T00118,2025-09-10,C014,Female,48,Smartphone,Electronics,2,27945.67,55891.34
T00247,2025-09-10,C030,Female,50,Desk Lamp,Furniture,2,1750.15,3500.3
T00114,2025-09-12,C013,Female,59,Jeans,Clothing,1,2032.68,2032.68
T00109,2025-09-13,C013,Female,59,Blender,Home & Kitchen,3,3049.78,9149.34
T00172,2025-09-14,C020,Female,37,Laptop,Electronics,3,64327.19,192981.57
T00017,2025-09-15,C002,Female,37,Blender,Home & Kitchen,1,2892.32,2892.32
T00354,2025-09-16,C051,Female,57,Jeans,Clothing,1,2002.62,2002.62
T00338,2025-09-17,C049,Male,58,Blender,Home & Kitchen,3,2947.05,8841.15
T00264,2025-09-20,C033,Male,44,Jacket,Clothing,3,4766.43,14299.29
T00274,2025-09-23,C036,Female,28,Blender,Home & Kitchen,1,3017.04,3017.04
T00126,2025-09-27,C015,Male,50,T-Shirt,Clothing,2,864.35,1728.7
T00007,2025-09-28,C001,Male,55,Rice Cooker,Home & Kitchen,2,3829.49,7658.98
T00053,2025-09-29,C007,Female,35,Blender,Home & Kitchen,3,3053.62,9160.86
T00161,2025-10-03,C019,Female,60,Laptop,Electronics,1,69445.91,69445.91
T00137,2025-10-08,C016,Female,18,Blender,Home & Kitchen,2,2542.48,5084.96
T00123,2025-10-08,C014,Female,48,Laptop,Electronics,3,69556.94,208670.82
T00089,2025-10-11,C011,Female,62,Smartphone,Electronics,3,28496.33,85488.99
T00102,2025-10-12,C012,Female,29,Smartphone,Electronics,2,30212.61,60425.22
T00024,2025-10-12,C003,Female,45,Laptop,Electronics,3,62316.72,186950.16
T00192,2025-10-19,C023,Female,40,Rice Cooker,Home & Kitchen,3,3537.17,10611.51
T00124,2025-10-25,C014,Female,48,Laptop,Electronics,2,66147.35,132294.7
T00129,2025-10-26,C015,Male,50,Blender,Home & Kitchen,1,3079.5,3079.5
T00082,2025-10-28,C010,Male,25,Jeans,Clothing,1,2044.32,2044.32
T00058,2025-11-02,C007,Female,35,T-Shirt,Clothing,2,948.96,1897.92
T00208,2025-11-08,C024,Female,49,Jeans,Clothing,2,2154.65,4309.3
T00035,2025-11-08,C005,Male,22,T-Shirt,Clothing,2,865.07,1730.14
T00011,2025-11-10,C002,Female,37,T-Shirt,Clothing,2,844.1,1688.2
T00171,2025-11-18,C020,Female,37,Jeans,Clothing,3,2349.19,7047.57
T00159,2025-11-18,C019,Female,60,T-Shirt,Clothing,2,953.98,1907.96
T00200,2025-11-20,C023,Female,40,Laptop,Electronics,1,59133.08,59133.08
T00072,2025-11-20,C009,Female,56,Jeans,Clothing,1,2026.59,2026.59
T00079,2025-11-21,C010,Male,25,Jacket,Clothing,2,4830.74,9661.48
T00067,2025-11-22,C008,Male,63,Jeans,Clothing,2,2067.9,4135.8
T00115,2025-11-24,C013,Female,59,Laptop,Electronics,2,67052.22,134104.44
T00065,2025-11-25,C008,Male,63,Smartphone,Electronics,1,27790.93,27790.93
T00108,2025-11-26,C013,Female,59,Desk Lamp,Furniture,1,1833.73,1833.73
T00029,2025-11-27,C004,Male,38,Rice Cooker,Home & Kitchen,1,3462.31,3462.31
T00051,2025-11-28,C006,Male,38,Laptop,Electronics,3,70408.15,211224.45
T00147,2025-12-02,C017,Male,25,Jeans,Clothing,2,2265.66,4531.32
T00121,2025-12-04,C014,Female,48,Blender,Home & Kitchen,3,2788.45,8365.35
T00218,2025-12-09,C025,Male,65,Jeans,Clothing,3,2374.68,7124.04
T00119,2025-12-10,C014,Female,48,Desk Lamp,Furniture,1,1777.65,1777.65
T00103,2025-12-10,C012,Female,29,Jacket,Clothing,3,4773.95,14321.85
T00135,2025-12-11,C016,Female,18,Office Chair,Furniture,1,6380.12,6380.12
T00194,2025-12-15,C023,Female,40,Smartphone,Electronics,3,31499.9,94499.7
T00052,2025-12-18,C006,Male,38,Laptop,Electronics,1,65713.08,65713.08
T00198,2025-12-19,C023,Female,40,Blender,Home & Kitchen,2,2831.06,5662.12
T00145,2025-12-21,C017,Male,25,Blender,Home & Kitchen,2,2840.55,5681.1
T00057,2025-12-27,C007,Female,35,Rice Cooker,Home & Kitchen,3,3775.41,11326.23
T00081,2025-12-29,C010,Male,25,Blender,Home & Kitchen,2,2578.96,5157.92
